id,type,subtype
fd624ee5-792f-40c2-bfe5-66ccf49ebc2d,character,dwarf
fd58d427-dee5-4f72-8e25-a8133ac6a2e7,orcs,mordorOrcs
fd50e6b3-a7be-4d11-af8d-549a8c7a6a33,mountain,
fd50df56-ac84-4732-a047-9d4415f22cb3,orcs,blackUruks
fd472f28-7de6-4715-b037-b69fdec88c74,rock,
fd400b46-62da-47a9-a60f-18c8bb32466b,mountain,
fd3e3d9b-ba92-486a-9346-86c0067cf3fc,mountain,
fd3b9031-7e64-4aec-ab62-f2bfc48f9b8c,character,dwarf
fd2d0c8b-832d-47f1-a3a4-279e702dd1ce,rock,
fd2c87b2-bcaa-4b1f-aee2-e53086746cd3,mountain,
fd2c6355-bd52-4b3c-84c3-85c7ca1b4998,castle,hobbit
fd2c2e78-3b2a-4469-8358-c3af8fe2f28e,orcs,urukHai
fd2504ce-58b0-4330-9079-e1a7a6a8219a,rock,
fd24183c-0ad0-4c83-921b-ac136bc199dc,farm,human
fd23c6be-356b-469f-a0d7-3e2e7a89d8e9,sword,elf
fd1320e8-46b0-4e85-ae27-7bca6d5c5789,mountain,
fd10ca30-3788-45fe-9997-7bac9274270a,orcs,mordorOrcs
fd096f64-b0e9-4fd2-b930-469a901aece9,rock,
fd08db23-ce63-4a99-95f0-a8743d3e50cb,ring,uniqueRing
fd047821-db91-428c-99ba-516b62c22138,mountain,
fd013146-13b5-4f79-9d05-99c27adbb8e0,castle,dwarf
fd00ed5e-bf8f-432f-9e47-5331e481bc47,character,hobbit
fcfe16bf-f2b6-4c18-9af5-6552858f3433,castle,human
fcfd4e42-d1ec-4454-9c8f-d9669fe61c71,rock,
fcfb3854-f629-442d-8b05-0ce2c6b5b854,orcs,morannonOrcs
fcf96919-73f8-4084-ab85-06d4f7e10229,mountain,
fcf7f391-ae73-4151-ae30-010a0b92d375,mountain,
fcf0554d-beb8-4b39-8866-7478e10eed80,house,dwarf
fcf04075-02c8-4670-9f49-1c199ac0ff4b,rock,
fce5caa7-7a64-4f98-8933-f646bf18575c,character,dwarf
fcd3e20c-ef17-428d-b488-4214a9b01e98,mountain,
fccfa1df-136a-4900-a467-769330a12f0a,rock,
fcce57e1-c54c-4203-9111-f3df7983b2d3,mountain,
fca05686-9133-4a32-8014-d23f102f0393,rock,
fc9fea26-f23b-4447-98ab-f762cda4c1f5,castle,elf
fc9b774d-8c82-424d-bb0b-3726eae32e71,ring,goldRing
fc8c9f72-acb0-4696-a0eb-fdab2699521f,castle,dwarf
fc89bbc4-1618-4b80-862c-154e17752081,sword,elf
fc77c94c-7e4c-4672-8bca-282f9a64f9a4,orcs,urukHai
fc730ed0-f9c9-414d-9b13-da3ec1f7f5f5,character,human
fc6cae97-aee1-44e9-b9dd-5fe055b50c8a,character,hobbit
fc6a3f6a-7f35-44a0-8197-110303c01444,orcs,mordorOrcs
fc5e9ff8-a708-4018-947e-195f6dd3bbd3,orcs,mordorOrcs
fc5d78c9-093d-4fca-9b58-a118afc7925c,character,hobbit
fc59e16c-ff0f-4928-9ff0-7593fe902878,mountain,
fc543e44-66bf-491b-bc4c-597a6a1428d5,rock,
fc4d10d0-c17d-4f95-a66d-28ae9d754b5c,castle,elf
fc4baad6-e62c-48a7-99b8-cf0d07bfde58,rock,
fc45f096-c0b8-4a73-8388-c5fdcb59f379,rock,
fc450493-bcde-4f65-b24b-9cf68b262494,character,human
fc3b298a-af24-4417-ad30-5f601fc7207b,orcs,morannonOrcs
fc39cf81-53e9-4804-a355-4e04b8b77a0e,character,human
fc305106-1d36-4d3a-bebc-5bc04f4131c9,mountain,
fc2abdbe-e49e-4cb7-a40e-0a28f0765959,mountain,
fc24ba18-44bc-4a4b-9f8e-32fd4ecccc91,rock,
fc236349-55e7-418d-8a29-e447958e3998,character,dwarf
fc1b9706-249f-4d40-bcdf-69dc0d27cff9,character,elf
fc1b1037-b950-4ec8-9c5f-6f9197d12882,mountain,
fc16e562-c7ce-47f7-8deb-6d17b698f566,character,human
fc0dd8cf-9d2e-4789-80b9-b0e5f3cff48d,rock,
fc0c4f8f-eeaf-4127-b80e-d0d6e7f51f9b,mountain,
fbea00b9-cd69-49fc-86b5-f117d3a8e31b,rock,
fbdc8c97-0975-4a59-819b-91a4369c9e0d,character,elf
fbd5e229-2883-4d22-b9a7-41eb016266f5,character,elf
fbc02901-483a-4d16-908b-72c78cb60375,rock,
fbbeab6a-82b0-4922-857f-b045f0030291,rock,
fbb95c6c-2186-4b3a-acb8-6886cc95acd5,mountain,
fbaf644b-79c1-4ddb-b866-dc07385f1e6b,orcs,urukHai
fbadc41e-f167-4e61-bcbe-1ee153b45376,orcs,mordorOrcs
fba5da38-b077-4897-95c7-f0fd02118af7,character,hobbit
fba24f45-f01b-4908-bf62-0e0dd3827721,character,elf
fb89fe90-6b87-4d79-bf2b-00b76d3be5a0,orcs,urukHai
fb7ebe58-f49c-49da-827e-99e067038ee1,character,elf
fb7376ff-eb65-4d25-b540-b8898928f376,rock,
fb6d9967-fa87-465e-a9be-528700050b10,rock,
fb69d2a9-da0c-40d5-8ad9-73854da727e8,helmet,human
fb685d51-6b5d-413b-a725-2d12f2bca7e3,mountain,
fb655485-2178-404b-b968-277d95a5fc9a,character,human
fb5cbe8e-57da-4179-905f-aafbc4e10a96,character,hobbit
fb583155-24e6-49b3-9bfa-48eb418e4f71,character,elf
fb52842c-1422-4dd0-a61d-32fe66347584,castle,hobbit
fb526443-c0f0-4e8f-9ef2-1df672132410,rock,
fb51d183-da41-4d5f-b1a5-09f1203f1344,mountain,
fb502f6d-9189-46aa-b5f2-1395bcd10c49,rock,
fb4be717-19fb-478c-b844-c137d9448c01,rock,
fb47c843-46f7-4846-a732-b756b8fed9da,shield,hobbit
fb3a9fad-c67e-420c-91ed-f87f69c185b3,castle,dwarf
fb33829f-dff3-439f-b114-bacaa22c7c1d,orcs,mordorOrcs
fb2a0b96-1c36-421c-92df-f4b5860bbf60,orcs,blackUruks
fb25a32e-1947-407f-8e02-4c52c12badc1,rock,
fb23ae16-f087-474b-b9a4-e13083a1d715,orcs,blackUruks
fb22be7c-ff92-4ffb-b77c-b8c728178c6b,orcs,morannonOrcs
fb1f6f5d-3476-40c8-8b59-ae1ef63d6659,rock,
fb12e2e1-72e9-48c0-b5cc-8cf77e813a53,farm,dwarf
fb0f9688-a353-4f9e-a927-7314e2aa2d6f,farm,dwarf
fb0b7b9d-2667-492b-bbac-e74fa4ae182e,orcs,morannonOrcs
fb0aeacb-a031-4d28-b4b1-178d702eafbd,orcs,blackUruks
fafa05cb-4d6b-48d9-8a01-34382f706be9,castle,elf
faf2be6b-c2a8-44b9-83ac-dbdb7360115e,character,dwarf
faef115d-2f4e-43ad-a330-351c06c06347,rock,
fadc898d-eec3-4a55-99b7-d6897b5d712b,mountain,
fad78291-f50d-4b17-918c-5a2e3f5ac015,character,dwarf
fad657de-9edf-484c-ba7e-63e2c9fe3bed,castle,dwarf
fad48bf5-6b8b-4a70-ba53-a8b883f2e020,character,dwarf
fad12dd4-c1cf-4fa0-b036-3acbb281cfcf,orcs,mordorOrcs
fabf8d02-ce28-4342-8679-c0552736408e,orcs,mordorOrcs
faba2548-90ae-41e2-9f15-b8c5dc3cef93,shield,elf
fab94003-a220-4a46-bd9e-0e99d080c37f,castle,elf
fab2adfe-947b-40a4-a0eb-fcc582b385c7,rock,
faad3a89-ad18-49c3-92f1-4891352a0f72,orcs,morannonOrcs
faaa333d-3f15-48de-b4eb-a0922ebcf6ef,mountain,
faa9eab8-6161-4856-a555-c0f0fe89b7fd,house,elf
faa5464a-a74d-4a40-baba-a83407c6ceef,character,elf
fa934210-1585-44b5-a645-4e13e809fba1,house,human
fa8c5dbf-8a96-4d2e-8ae7-36f353a7e738,orcs,mordorOrcs
fa8ba53a-944f-4500-bdfe-848051ef61fb,castle,human
fa71168c-9ad0-4c0b-a485-cc980ec1403b,house,human
fa6f84ed-f295-42c8-8897-b91a349b87f5,castle,dwarf
fa6923eb-590d-4b67-934b-3d5b11ccbcaa,rock,
fa6813d9-4415-4952-b8df-6e317b4c6ce6,orcs,urukHai
fa64d6b1-03cd-49ab-98e0-1143af9030f1,orcs,blackUruks
fa64bca8-9aea-4cca-a3b1-ec76fe44ce43,house,elf
fa63f697-bbca-44f9-ba7f-b9da8a94e0a0,orcs,mordorOrcs
fa60b0b4-d2a4-41c6-9b8d-01eb5b6e1ada,shield,hobbit
fa57d2fd-34d1-4eec-a5b3-6c6f98b27a94,house,dwarf
fa54cfd0-5432-41c7-8cbf-e9922d53bc8a,rock,
fa54b255-1ccd-4d51-a9e4-5c31ee882c3f,castle,hobbit
fa4c42ba-287c-4975-86bf-6ac74ee36f4c,rock,
fa49d2ce-dde5-447f-b399-0e82c96a289a,character,hobbit
fa3d99a1-83e6-4d4d-b3b0-780402f7e518,farm,elf
fa320463-2d8b-4a8c-9ed0-6e3909702a91,house,human
fa2a331b-84b4-4910-b61b-852189f3a293,rock,
fa2199ab-2557-4860-b12e-89c755b00cc6,character,hobbit
fa1fb6ed-a0ba-4834-a9d5-e458cb2e4864,orcs,urukHai
fa1b1b59-47d9-4901-9af2-3301c5fe2846,character,hobbit
fa0a48e0-0197-4cc9-99f6-84684fb8c04c,rock,
fa05c737-213b-4ca6-95a1-b261bc6beff7,orcs,blackUruks
f9f7c392-dcd0-4ca4-8b91-9088f0c71734,farm,human
f9f3075d-5a50-41d9-b9b6-cda6864dd850,orcs,morannonOrcs
f9e48e12-0c63-428c-bd8b-1fef65c27b92,spear,human
f9e3c0f3-77c6-4975-9cd3-69158c794092,sword,human
f9e23b3b-eff2-4679-8988-d77e1c55f186,character,hobbit
f9dcfa26-154f-4f34-88e8-ab3b3d7a774e,helmet,dwarf
f9d6282a-b10e-4e26-b006-e35e44d751cc,castle,human
f9cf594c-0091-454d-9502-772198064a2b,orcs,blackUruks
f9ca3a4b-a32c-4213-b6b7-96668513f956,mountain,
f9b37999-6328-4d56-a2a9-8f6e3c482607,orcs,blackUruks
f9b2be28-6210-45b6-aae6-97b1badc52a0,mountain,
f9afa570-77f2-445e-8cfd-a510c425c032,mountain,
f9adf2c3-00e5-4417-b270-0835ebf6d293,rock,
f9abc670-ba7d-4423-a5bf-ba367842f95f,orcs,morannonOrcs
f9a9c3b8-9eae-409c-bf79-2c8b3980b17c,house,hobbit
f9a92ced-250a-4bad-a137-c355d6a433fd,character,hobbit
f9a9147b-0a56-4857-9f33-c741c2443d6e,rock,
f99fda45-f932-4720-9fd5-a3a3018af520,mountain,
f99ab822-09c3-4ed7-a35c-24ee997b2969,rock,
f993b9b7-73c4-493a-978e-30c1aa306dac,character,human
f98abc11-86a8-46fe-ad44-623ac9977f0d,orcs,blackUruks
f9864d11-8bb8-423e-b1fa-7fa13c7d322e,house,human
f978741a-fdd4-4c75-b76e-168121ff883b,rock,
f96d6086-b413-4fa3-aa65-03601d0f0f83,orcs,morannonOrcs
f965ddc8-6bec-41b4-8380-08c6b7b4cff1,orcs,blackUruks
f9601887-c735-43f0-b678-0ecf97815f01,orcs,mordorOrcs
f95a50bf-5281-461c-9d82-599a636a28d0,castle,hobbit
f95551d9-334b-4134-a895-409a53458321,character,dwarf
f940d955-3bee-48b0-a177-179a690e87ef,character,elf
f93d3fcb-eea5-442c-93ac-f4edde9a9623,mountain,
f937794c-559d-4c37-9d05-016f601754b1,bow,dwarf
f93399b3-aded-4f59-808e-0af215ad9bf5,orcs,mordorOrcs
f92ce660-bebb-41e5-a7eb-2b79c2b9f165,rock,
f928e085-3de3-4d28-bb53-7bc46db082ca,mountain,
f926ed9d-5438-4dce-b937-94cf9a4b23af,house,elf
f91fdcc7-77ab-42b1-be5e-a61aaa4921f2,sword,elf
f91b2947-231a-4f1e-a007-2671227378fe,character,dwarf
f91af2b7-8c82-4005-87a4-483c469f250f,rock,
f8ef8432-80b6-4b4f-a555-81361036df72,castle,elf
f8dac906-80d0-4677-8288-f183030c9aea,mountain,
f8d9a224-c70c-4bda-82b6-36acd2a92c78,character,human
f8d561a6-b211-4721-af1f-60bb4e21c5c9,farm,hobbit
f8c8eab6-4856-4506-8bd0-8e9d0ead46de,spear,dwarf
f8c6280b-f76e-447a-b447-2281facbfdba,character,human
f8c56eb7-59c0-47e4-9deb-123a71e4ade1,orcs,morannonOrcs
f8c41d59-39af-415b-977c-4dd0903602d4,rock,
f8bb8a4b-833f-408a-91d1-db73925bd3a8,farm,elf
f8a29a86-9148-494e-97ab-302a9ffae501,orcs,urukHai
f8991785-7da9-4e0f-861b-d86649f5a447,house,human
f8983704-ef75-4e76-a6c3-2ef2e02f2f4c,character,hobbit
f89684b9-cb65-426e-b2f1-5cb5eec01b7a,orcs,mordorOrcs
f8906e0c-85d6-401f-bea3-e2576075cb03,rock,
f88f0715-bbdc-450f-bfb0-8c3fd2d4c644,orcs,mordorOrcs
f88ed9d5-309b-41e6-92fb-b218f34aa43f,character,dwarf
f88dd3c5-db35-44e4-92a4-8d791e771eab,house,human
f88ac7d3-fc08-4069-afaa-2a39f695d5c1,mountain,
f8862337-e1fa-414e-9ac5-601509c87493,orcs,mordorOrcs
f884a337-3232-4f90-994b-a81b59cb547c,farm,elf
f87ff6fd-10e2-4f97-b093-584f4037a04c,rock,
f8730e03-1880-424f-9dac-ffc9a8974f24,orcs,blackUruks
f871c83f-a3b3-475a-bfba-3ab6caa38a04,spear,hobbit
f865712c-9621-4cca-8079-7234137a1fc7,rock,
f85ae321-680c-458d-a7d1-ee17ddf259ad,mountain,
f85ad278-b413-4a7c-b7a2-a34b216852cf,mountain,
f852b294-4f90-4e01-bc00-b8c9a44c49c0,orcs,morannonOrcs
f844009c-c2d7-4713-af04-68d3a6f1a816,orcs,morannonOrcs
f83b2d1d-5db8-487c-a889-e399636c5886,character,dwarf
f836d8f0-a350-4e40-81fa-6c5fd03a03b0,orcs,mordorOrcs
f832ea16-2014-4209-b63e-43adc3cb5aa1,orcs,urukHai
f831033c-0987-497b-9a46-c76b84c7376b,character,hobbit
f830ca2c-47be-4809-86d0-8663a868a1dd,orcs,mordorOrcs
f82c2614-e075-40d6-b540-83242938b9bb,rock,
f827c26d-6449-42e4-b878-d6dcdc02f4e1,farm,hobbit
f825389e-50f1-43a2-b88e-b219726e7185,orcs,mordorOrcs
f82255d6-d0f3-4db7-aab3-2ab1f267e3f5,orcs,blackUruks
f80e3f25-ac10-4435-977f-4b8b2734f801,character,human
f7fc0095-6512-4165-ab40-b75713b69797,bow,elf
f7eefd7a-b477-4f7d-9ca9-41f86c5ef79b,rock,
f7ec32c5-5fae-436b-9bbe-a58befc6d56e,orcs,blackUruks
f7eb5257-9ea8-42e7-a48b-d5bad56f5b89,character,human
f7e8ab8e-1273-47ce-8b52-f735547c4f82,orcs,morannonOrcs
f7e87d7c-2668-4ced-b90e-3f79dec0ee04,house,human
f7e7f1db-f24f-40d1-a877-98e934bab0ea,character,hobbit
f7e4460b-fefe-470c-a112-e9af7dd8444b,character,dwarf
f7d9a3e6-d8c5-4d75-a6bf-d854e6737aa5,orcs,mordorOrcs
f7d108e8-7b2d-439d-994a-0c39326b265b,ring,whiteGold
f7cc3fad-2ed8-415b-a100-57b79ffacd07,orcs,blackUruks
f7c80712-102c-4d51-b050-56ccda09b2b7,orcs,morannonOrcs
f7c42300-7e8a-4788-886d-d9e6ecef0b89,character,elf
f7c2d117-c380-4ca8-8ff4-aa77a768f09d,mountain,
f7bcd8a2-7616-4a5a-a722-3c83711ee6dc,orcs,morannonOrcs
f7b3b30c-ab09-4441-9c5d-941c19a006da,mountain,
f7a9d2a2-055d-46eb-9cb9-e58e5234270a,house,dwarf
f7956c5a-864d-4262-a224-a86c6b02f49b,character,elf
f791a990-dfe1-41b2-98a4-21158923f989,house,elf
f78c70f2-0c0e-4bad-890e-f150e2d31569,orcs,urukHai
f784a716-04f8-409b-9492-35761f0a58a4,character,elf
f780c0bc-f81f-4db9-afe4-643487ff5839,character,hobbit
f7805d47-1bf2-4998-b6d3-d5958189dee9,rock,
f776e359-4ba5-4326-aee6-1683c735f231,mountain,
f7714a4b-02f1-40f4-b1e0-f4615514ac30,character,human
f7708a03-4b4d-4090-a729-94093d444e36,character,human
f76f5c31-2776-4880-befe-d9bb3622be85,character,elf
f76ee7cb-7612-4e2b-a03f-a7c61bdc76ff,character,dwarf
f76d78ea-1ec1-40da-9f81-32413ec7cf0e,house,hobbit
f76a2355-fb8c-448c-ba17-7d0350c7d6d8,character,elf
f7644137-62fa-447d-9392-ce816ba4f89f,castle,elf
f75e892f-fda4-42b1-95d1-3f52a26d345a,orcs,mordorOrcs
f75bd760-f6a8-48e4-933d-5005dee29924,orcs,blackUruks
f75b67de-f3b1-40fe-aa7d-5d6adaa9de80,rock,
f758599e-40e5-4354-8a89-712efe1b3a4f,orcs,morannonOrcs
f755baa1-d2ea-479e-a0e5-0ea645a2d967,character,elf
f74d7473-2e08-4911-b567-e6806e3ef54a,character,hobbit
f73af63a-93c5-44af-95f6-4d0084d931fe,castle,dwarf
f72e6040-db17-4057-adfd-566816a011bc,orcs,morannonOrcs
f72de3ac-ec6b-4612-afec-36c032234145,orcs,mordorOrcs
f7235bcc-cd45-46fc-9836-a6a6fb6882d6,orcs,mordorOrcs
f7218a9c-1c4b-4a69-a205-00948f00098d,character,elf
f71edeaf-f9c9-4699-9bcd-30ed3d3240cd,rock,
f71c9227-c103-4438-a9c2-4c99e51c6af9,orcs,morannonOrcs
f71b0cda-3ae5-4235-9b61-3ac9294853b7,castle,dwarf
f718c1a3-dd9d-49c8-b875-86ce8e804d98,character,hobbit
f7186c75-0f0e-4493-b6aa-bad2e60379cc,rock,
f7058fc1-2f36-402b-a058-730a7371846d,rock,
f7035fa2-c547-4f10-a278-67523b62f21e,ring,whiteGold
f6fe6ba4-37c8-4f66-b33f-3c6a3f1636a4,orcs,mordorOrcs
f6f97bcd-7ab0-4919-b5a3-82ac6c70c650,mountain,
f6efa08d-1bc7-4898-a721-f202f67b5f4f,mountain,
f6e04e41-58c3-4090-8aaf-3d6b5c0bab48,rock,
f6cd8a5d-beab-4573-80fa-9e068bbaed03,character,elf
f6c5758d-382b-49fb-9949-992824479ee1,house,dwarf
f6bdc2b3-d136-437e-94c0-c7c703fe4c52,orcs,blackUruks
f6b9d4d4-2302-43d1-89bf-60981d1b03fd,character,elf
f6b99740-694d-4317-8f90-4a11bee0e711,orcs,urukHai
f6b97c2a-0f60-42bb-b94c-3e24f73c0519,rock,
f6b6f5d0-3e52-489a-b2e0-624fc53f62ed,house,elf
f6abd5cf-becc-4658-aa56-930d6c75ab45,house,elf
f6ab201c-6a40-4c6b-9af8-e71b4aec52b3,rock,
f6a5ee8d-1570-420c-ba57-484759567fa0,orcs,blackUruks
f6a30270-a384-4dea-9c75-96fbb145fb08,rock,
f698ca82-8d7e-4df5-8120-1bd982a10caa,orcs,urukHai
f6928de7-5d08-43b5-bd15-8ae49a47d0c4,orcs,mordorOrcs
f68ff5a2-0d1b-4389-a89e-7a4bc36c0873,character,elf
f68aa139-e4c8-41b8-9f1e-8ab46e1567ae,mountain,
f67ecd98-37c4-4374-a7cf-c6f0a77434ec,character,hobbit
f67a9dbe-ecd5-428a-b333-98519efe1fa5,orcs,urukHai
f6715d39-d216-4738-8503-bf703bca755b,rock,
f670ff7b-a572-4a77-a2f5-0b820b71bf92,orcs,urukHai
f6690b6a-34ca-4398-a37b-d4c708644247,character,hobbit
f6596ad5-652d-4630-b183-842a3b00f0c3,character,elf
f652d0da-2b7b-4fb2-9f21-17ef78d69f5b,rock,
f64f0481-aa44-4d77-bf53-74279744cb03,mountain,
f64e5844-3715-4779-b4f5-73c1a630ec7b,orcs,blackUruks
f64a12f4-9eae-4153-bcc6-377c223299d9,ring,platiniumRing
f642dc14-d33e-493d-98e8-ed3d53636e65,character,hobbit
f642cbc2-cda0-4849-a56b-2b61e70a5503,mountain,
f631047c-a751-4d97-bf71-55f0cef2e369,character,human
f61bb6dd-0513-4129-821f-4b05c4ccd055,rock,
f60e31c3-30d8-4b7d-b3c5-db428bc5687e,spear,human
f60abf42-9a69-48e0-8518-ef01477b9528,rock,
f6062f54-3547-46f8-899f-cb97dd5be211,character,human
f601c609-4b9b-481c-b1ce-b1dc228bb450,orcs,morannonOrcs
f601a242-a1c5-4ef8-a03d-29f325d8bca2,character,human
